ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Position,Speaker,original_data
gaa_conversation_1980_01-81,GAA,"Kɛ onā lɛ, obaanā miŋshɛɛ .",,,"When you see her, you'll be very happy.",,,,,Yː,"{""Entry"": ""81"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""K\u025b ona\u0304 l\u025b, obaana\u0304 mi\u014bsh\u025b\u025b ."", ""English"": ""When you see her, you'll be very happy.""}"
gaa_conversation_1980_01-82,GAA,"Midɛŋtsɛ kwaako kraa aɡbɛ̄na esani ma, ma, gbele nhi ŋmee odzoɡbāŋ koni mākwɛ ni mawo eko .",,,It's now that I have to be serious about getting a girlfriend.,,,,,Xː,"{""Entry"": ""82"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Mid\u025b\u014bts\u025b kwaako kraa a\u0261b\u025b\u0304na esani ma, ma, gbele nhi \u014bmee odzo\u0261ba\u0304\u014b koni ma\u0304kw\u025b ni mawo eko ."", ""English"": ""It's now that I have to be serious about getting a girlfriend.""}"
gaa_conversation_1980_01-83,GAA,Oh bɛ nle akɛ oyɛ eko .,,,"Oh, but I know you have one.",,,,,Yː,"{""Entry"": ""83"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Oh b\u025b nle ak\u025b oy\u025b eko ."", ""English"": ""Oh, but I know you have one.""}"
gaa_conversation_1980_01-84,GAA,"ɛ̄ ... blanetɔɔnɛ̄, Charlie, ŋbɛɛko .",,,"Eiǃ  Now, Charlie, I don't have any.",,,,,Xː,"{""Entry"": ""84"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""\u025b\u0304 ... blanet\u0254\u0254n\u025b\u0304, Charlie, \u014bb\u025b\u025bko ."", ""English"": ""Ei\u01c3  Now, Charlie, I don't have any.""}"
gaa_conversation_1980_01-85,GAA,Nākāi ǃ,,,Is that so?,,,,,Yː,"{""Entry"": ""85"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Na\u0304ka\u0304i \u01c3"", ""English"": ""Is that so?""}"
gaa_conversation_1980_01-86,GAA,"Miŋ hashi fe ni -- mihashi fe ... Blanetɔ̄ɔ̄nɛ̄ nbɛɛko ... Charlie, ona, bɔni nibii yaalɛ dzɛntsɛ (sigh) ... Eko tawɔ mɔ̄ baa nhiɛ̄ .",,,"I'm struggling, struggling... Now I don't have any ... Charlie, you see, the way things are going with me I don't really have the urge to look for one.",,,,,Xː,"{""Entry"": ""86"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Mi\u014b hashi fe ni -- mihashi fe ... Blanet\u0254\u0304\u0254\u0304n\u025b\u0304 nb\u025b\u025bko ... Charlie, ona, b\u0254ni nibii yaal\u025b dz\u025bnts\u025b (sigh) ... Eko taw\u0254 m\u0254\u0304 baa nhi\u025b\u0304 ."", ""English"": ""I'm struggling, struggling... Now I don't have any ... Charlie, you see, the way things are going with me I don't really have the urge to look for one.""}"
gaa_conversation_1980_01-87,GAA,"Ole, yooɛ kɛɛ, nyoo ...",,,"The girl said, I mean my girl...",,,,,Yː,"{""Entry"": ""87"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Ole, yoo\u025b k\u025b\u025b, nyoo ..."", ""English"": ""The girl said, I mean my girl...""}"
gaa_conversation_1980_01-88,GAA,ɛ̄ɛ̄ .,,,Yes.,,,,,Xː,"{""Entry"": ""88"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""\u025b\u0304\u025b\u0304 ."", ""English"": ""Yes.""}"
gaa_conversation_1980_01-89,GAA,"Ekɛɛ eyɛ nyāānyo waako, ona ...",,,She said she's got a close friend...,,,,,Yː,"{""Entry"": ""89"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Ek\u025b\u025b ey\u025b nya\u0304a\u0304nyo waako, ona ..."", ""English"": ""She said she's got a close friend...""}"
gaa_conversation_1980_01-90,GAA,Yeah .,,,Yeah .,,,,,Xː,"{""Entry"": ""90"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Yeah ."", ""English"": ""Yeah .""}"
gaa_conversation_1980_01-91,GAA,"Ni, kɛɛfeɛ, ekɛlɛ baaba ndzɛmɛ̄, bɛ onā .",,,And that one day she'll bring her to my place.,,,,,Yː,"{""Entry"": ""91"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Ni, k\u025b\u025bfe\u025b, ek\u025bl\u025b baaba ndz\u025bm\u025b\u0304, b\u025b ona\u0304 ."", ""English"": ""And that one day she'll bring her to my place.""}"
gaa_conversation_1980_01-92,GAA,"ɛ̄ɛ̄, ni onako yooɛ hiɛ ...?",,,And you've not seen the girl?,,,,,Xː,"{""Entry"": ""92"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""\u025b\u0304\u025b\u0304, ni onako yoo\u025b hi\u025b ...?"", ""English"": ""And you've not seen the girl?""}"
gaa_conversation_1980_01-93,GAA,"Daabi nnāko lɛ shi, mi ... mi ... miɛ̄ ... kɛ ... eyueɛ nhieɔlɛ nyieɔ, ona .",,,"No, but I do trust her.",,,,,Yː,"{""Entry"": ""93"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Daabi nna\u0304ko l\u025b shi, mi ... mi ... mi\u025b\u0304 ... k\u025b ... eyue\u025b nhie\u0254l\u025b nyie\u0254, ona ."", ""English"": ""No, but I do trust her.""}"
gaa_conversation_1980_01-94,GAA,ɛ̄ɛ̄ ...,,,Yes...,,,,,Xː,"{""Entry"": ""94"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""\u025b\u0304\u025b\u0304 ..."", ""English"": ""Yes...""}"
gaa_conversation_1980_01-95,GAA,"No ewɔ kɛ ekɛlɛ ba nkɛ amɛfɛɛ̄ baaba odzɛmɛ̄ koni kɛ oosumɔ̄, Charlie, ni owo ... enɛ̄ dzee ninɛ̄ɛ̄ ni .",,,"When she brings her over to my place, I'll bring both of them so that if you are interested you go ahead.",,,,,Yː,"{""Entry"": ""95"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""No ew\u0254 k\u025b ek\u025bl\u025b ba nk\u025b am\u025bf\u025b\u025b\u0304 baaba odz\u025bm\u025b\u0304 koni k\u025b oosum\u0254\u0304, Charlie, ni owo ... en\u025b\u0304 dzee nin\u025b\u0304\u025b\u0304 ni ."", ""English"": ""When she brings her over to my place, I'll bring both of them so that if you are interested you go ahead.""}"
gaa_conversation_1980_01-96,GAA,Ni mɛ̄ɛ̄bee efiɔbo akɛ obaanyɛ̄ okɛ amɛ aba ?,,,When do you think you can bring them?,,,,,Xː,"{""Entry"": ""96"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Ni m\u025b\u0304\u025b\u0304bee efi\u0254bo ak\u025b obaany\u025b\u0304 ok\u025b am\u025b aba ?"", ""English"": ""When do you think you can bring them?""}"
gaa_conversation_1980_01-97,GAA,Nkɛɛ Hɔɡbaa ǃ,,,I said Sundayǃ,,,,,Yː,"{""Entry"": ""97"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Nk\u025b\u025b H\u0254\u0261baa \u01c3"", ""English"": ""I said Sunday\u01c3""}"
gaa_conversation_1980_01-98,GAA,Hɔɡbaa nɛ̄ɛ̄ ?,,,This Sunday?,,,,,Xː,"{""Entry"": ""98"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""H\u0254\u0261baa n\u025b\u0304\u025b\u0304 ?"", ""English"": ""This Sunday?""}"
gaa_conversation_1980_01-99,GAA,ɛ̄ɛ̄ ǃ,,,Yesǃ,,,,,Yː,"{""Entry"": ""99"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""\u025b\u0304\u025b\u0304 \u01c3"", ""English"": ""Yes\u01c3""}"
gaa_conversation_1980_01-100,GAA,"Sani mākwɛ ni nākāi bee, sani, miŋtswa laa yɛ ntsuɛ̄mliŋ .",,,I must make sure I have music in my room by then.,,,,,Xː,"{""Entry"": ""100"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Sani ma\u0304kw\u025b ni na\u0304ka\u0304i bee, sani, mi\u014btswa laa y\u025b ntsu\u025b\u0304mli\u014b ."", ""English"": ""I must make sure I have music in my room by then.""}"
gaa_conversation_1980_01-101,GAA,Nākāi ?,,,Is that so?,,,,,Yː,"{""Entry"": ""101"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Na\u0304ka\u0304i ?"", ""English"": ""Is that so?""}"
gaa_conversation_1980_01-102,GAA,"Onā esani mā, onā, kɛ miŋtswa laa, ... bɛ Hɔɡbaa wɔŋdzekpoi ?  Aloo wɔ dzee kpo ?",,,I have to get music... Are we not going out on Sunday?,,,,,Xː,"{""Entry"": ""102"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Ona\u0304 esani ma\u0304, ona\u0304, k\u025b mi\u014btswa laa, ... b\u025b H\u0254\u0261baa w\u0254\u014bdzekpoi ?  Aloo w\u0254 dzee kpo ?"", ""English"": ""I have to get music... Are we not going out on Sunday?""}"
gaa_conversation_1980_01-103,GAA,Wɔ dzee kpo ... kɛ amɛ̄ baaba lɛ wɔ dzee kpo .,,,"No, we are not... if they are coming we aren't going to.",,,,,Yː,"{""Entry"": ""103"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""W\u0254 dzee kpo ... k\u025b am\u025b\u0304 baaba l\u025b w\u0254 dzee kpo ."", ""English"": ""No, we are not... if they are coming we aren't going to.""}"
gaa_conversation_1980_01-104,GAA,"ɛhɛ̄ɛ̄ shi bɔni wɔbaa fee dzi akɛshi ma bo mhetwe akɛshi, ɛ̄ɛ̄, ɡbɛ̄mɛ̄i ni kɛɛ akɛshi, Tesla Electronics, ni amɛ̄kɛɛ akɛshi mba, mbaloo ninɛ̄ ...",,,What I can do is to try and collect my tems (speakers) from Tesla Electronics...,,,,,Xː,"{""Entry"": ""104"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""\u025bh\u025b\u0304\u025b\u0304 shi b\u0254ni w\u0254baa fee dzi ak\u025bshi ma bo mhetwe ak\u025bshi, \u025b\u0304\u025b\u0304, \u0261b\u025b\u0304m\u025b\u0304i ni k\u025b\u025b ak\u025bshi, Tesla Electronics, ni am\u025b\u0304k\u025b\u025b ak\u025bshi mba, mbaloo nin\u025b\u0304 ..."", ""English"": ""What I can do is to try and collect my tems (speakers) from Tesla Electronics...""}"
gaa_conversation_1980_01-105,GAA,Oba woo ... ɛ̄ɛ̄ ...,,,To come and collect...,,,,,Yː,"{""Entry"": ""105"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Oba woo ... \u025b\u0304\u025b\u0304 ..."", ""English"": ""To come and collect...""}"
gaa_conversation_1980_01-106,GAA,"Speakers.  Kɛ ŋyawo speakers kɛkɛ ninɛ̄ kɛ lala nɡbɛɛ yɛ dzɛmɛ̄e ni wɔyɛ dāā fio yɛ dzɛ mɛ̄, onanii, ni eko nhoo nii ...",,,The speakers.  With some music and some drinks and a meal...,,,,,Xː,"{""Entry"": ""106"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Speakers.  K\u025b \u014byawo speakers k\u025bk\u025b nin\u025b\u0304 k\u025b lala n\u0261b\u025b\u025b y\u025b dz\u025bm\u025b\u0304e ni w\u0254y\u025b da\u0304a\u0304 fio y\u025b dz\u025b m\u025b\u0304, onanii, ni eko nhoo nii ..."", ""English"": ""The speakers.  With some music and some drinks and a meal...""}"
gaa_conversation_1980_01-107,GAA,"Kwɛmɔ̄, māɡbabo ... kɛ nākāi bee onyɛ̄ɛ̄ okɛ oninɛ̄ɛ̄ aba, Speakers, be ona ...",,,"Look, let me tell something... if by then you still don't have your speakers...",,,,,Yː,"{""Entry"": ""107"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Kw\u025bm\u0254\u0304, ma\u0304\u0261babo ... k\u025b na\u0304ka\u0304i bee ony\u025b\u0304\u025b\u0304 ok\u025b onin\u025b\u0304\u025b\u0304 aba, Speakers, be ona ..."", ""English"": ""Look, let me tell something... if by then you still don't have your speakers...""}"
gaa_conversation_1980_01-108,GAA,āā ?,,,Yes?,,,,,Xː,"{""Entry"": ""108"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""a\u0304a\u0304 ?"", ""English"": ""Yes?""}"
gaa_conversation_1980_01-109,GAA,Ma loo nhɔ̄ kɛ ba ...,,,I'll bring mine...,,,,,Yː,"{""Entry"": ""109"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Ma loo nh\u0254\u0304 k\u025b ba ..."", ""English"": ""I'll bring mine...""}"
gaa_conversation_1980_01-110,GAA,āā ...,,,All right...,,,,,Xː,"{""Entry"": ""110"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""a\u0304a\u0304 ..."", ""English"": ""All right...""}"
gaa_conversation_1980_01-111,GAA,... dāni amɛ̄ba nōŋ kɛkɛ wɔɡba fue kɛ wɔŋshɛ odzɛmɛ̄ nɔ̄ɔ̄ .,,,"...before they come to my place, then as soon as they arrive we shall be on our way to your place.",,,,,Yː,"{""Entry"": ""111"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""... da\u0304ni am\u025b\u0304ba no\u0304\u014b k\u025bk\u025b w\u0254\u0261ba fue k\u025b w\u0254\u014bsh\u025b odz\u025bm\u025b\u0304 n\u0254\u0304\u0254\u0304 ."", ""English"": ""...before they come to my place, then as soon as they arrive we shall be on our way to your place.""}"
gaa_conversation_1980_01-112,GAA,"Yeah... shi bɔni, bɔni oninɛ̄, o, speakers yɔɔ esane maba makwɛ lɛ odzoɡbāŋ .",,,Yeah... but I have to check a few things about your speakers.,,,,,Xː,"{""Entry"": ""112"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Yeah... shi b\u0254ni, b\u0254ni onin\u025b\u0304, o, speakers y\u0254\u0254 esane maba makw\u025b l\u025b odzo\u0261ba\u0304\u014b ."", ""English"": ""Yeah... but I have to check a few things about your speakers.""}"
gaa_conversation_1980_01-113,GAA,Nākāi ?,,,Is that so?,,,,,Yː,"{""Entry"": ""113"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Na\u0304ka\u0304i ?"", ""English"": ""Is that so?""}"
gaa_conversation_1980_01-114,GAA,"Ona, edzeakɛ, esane, makwɛ, akɛshi ebaa ... abaanyɛ̄ akɛwo nnii sɛɛ nɔ̄ŋ ... ɛ̄ɛ̄ ... I amplify sɛɛ odzoɡbāŋ lo ... onanii .",,,Because I must check whether it will fit my amplifier.,,,,,Xː,"{""Entry"": ""114"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Ona, edzeak\u025b, esane, makw\u025b, ak\u025bshi ebaa ... abaany\u025b\u0304 ak\u025bwo nnii s\u025b\u025b n\u0254\u0304\u014b ... \u025b\u0304\u025b\u0304 ... I amplify s\u025b\u025b odzo\u0261ba\u0304\u014b lo ... onanii ."", ""English"": ""Because I must check whether it will fit my amplifier.""}"
gaa_conversation_1980_01-115,GAA,Feɔmi akɛ nisɛɛ ni mbanā nkwɛ odzoɡbāŋ -- efeɔmi akɛ ebaa hi ...,,,I think last time I had a close look at it--last time...,,,,,Yː,"{""Entry"": ""115"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Fe\u0254mi ak\u025b nis\u025b\u025b ni mbana\u0304 nkw\u025b odzo\u0261ba\u0304\u014b -- efe\u0254mi ak\u025b ebaa hi ..."", ""English"": ""I think last time I had a close look at it--last time...""}"
gaa_conversation_1980_01-116,GAA,Ehiɛ̄ round plugs ?,,,Does it have round plugs?,,,,,Xː,"{""Entry"": ""116"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Ehi\u025b\u0304 round plugs ?"", ""English"": ""Does it have round plugs?""}"
gaa_conversation_1980_01-117,GAA,"ɛ̄ɛ̄, ehiɛ̄ round plugs.",,,"Yes, it has round plugs.",,,,,Yː,"{""Entry"": ""117"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""\u025b\u0304\u025b\u0304, ehi\u025b\u0304 round plugs."", ""English"": ""Yes, it has round plugs.""}"
gaa_conversation_1980_01-118,GAA,"Kɛ ehiɛ̄ round plugs, kɛ ehiɛ̄ round plugs noelɛ, bɛ ebɛ ɡbeyee ... edzeakɛ .",,,If it has round plugs then there is nothing to fear.,,,,,Xː,"{""Entry"": ""118"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""K\u025b ehi\u025b\u0304 round plugs, k\u025b ehi\u025b\u0304 round plugs noel\u025b, b\u025b eb\u025b \u0261beyee ... edzeak\u025b ."", ""English"": ""If it has round plugs then there is nothing to fear.""}"
gaa_conversation_1980_01-119,GAA,"Koni wɔkwɛ ni, wɔkwɛ ni mɔ ..... bɛonɔ .... Eeyue enyāānyo he waa, ona, ni efeomi akɛ lɛ hū ɡbɔ̄mɔ̄ akpa .",,,"Because... because my girl talks a lot about her friend, so I think she might be a good fellow.",,,,,Yː,"{""Entry"": ""119"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Koni w\u0254kw\u025b ni, w\u0254kw\u025b ni m\u0254 ..... b\u025bon\u0254 .... Eeyue enya\u0304a\u0304nyo he waa, ona, ni efeomi ak\u025b l\u025b hu\u0304 \u0261b\u0254\u0304m\u0254\u0304 akpa ."", ""English"": ""Because... because my girl talks a lot about her friend, so I think she might be a good fellow.""}"
gaa_conversation_1980_01-120,GAA,"Kɛ ole yee abɔ ni kɛ ntsɔ̄ biɛ menɛ̄ kɛɛ, o, Charlie, ɛyɛ nāānyo yoo nɛ̄ nekɛ̄ sani obanā lɛ nekɛ̄ .  Kɛ ntsɔ̄ biɛ menɛ̄ kɛɛ nekɛ̄ ... aɡbenɛ̄ ... (laughter)",,,If you know the number of girls who have made such offers to me you'll be surprised... (laughter),,,,,Xː,"{""Entry"": ""120"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""K\u025b ole yee ab\u0254 ni k\u025b nts\u0254\u0304 bi\u025b men\u025b\u0304 k\u025b\u025b, o, Charlie, \u025by\u025b na\u0304a\u0304nyo yoo n\u025b\u0304 nek\u025b\u0304 sani obana\u0304 l\u025b nek\u025b\u0304 .  K\u025b nts\u0254\u0304 bi\u025b men\u025b\u0304 k\u025b\u025b nek\u025b\u0304 ... a\u0261ben\u025b\u0304 ... (laughter)"", ""English"": ""If you know the number of girls who have made such offers to me you'll be surprised... (laughter)""}"
gaa_conversation_1980_01-121,GAA,"Māābaa, okɛɛ amɛ̄ akɛ ootawɔ yoo ?",,,"Why, have you told them you want a girl?",,,,,Yː,"{""Entry"": ""121"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Ma\u0304a\u0304baa, ok\u025b\u025b am\u025b\u0304 ak\u025b ootaw\u0254 yoo ?"", ""English"": ""Why, have you told them you want a girl?""}"
gaa_conversation_1980_01-122,GAA,"Dabi ... akɛɛ .... akɛshi ... akɛɛ anakomi nkɛ tsiɛyoo moko meɛ kpa, akɛɛ anako mi ni, ntsɔ̄ɔ̄, nkɛ yoo nyiɛ̄ ɡidiɡidi dɔŋ .  To, lɛ dzi mɔ̄ni pɛ, klenkleŋ miŋ lɛ, anaa ni nkɛlɛ nyiɔ̄ yɛ campus.  No ewɔ ni anāāmīi kɛlɛ dɔ̄ŋ ni 'okro' ya (flow) (laughter) ... Ni anaami mkɛlɛ dɔ̄ŋ ...",,,"No... they claim they have not seen me, after my breakup with my girlfriend, with another woman.  She was the only girl they saw me with on campus, so since they couldn't find me again with her, they began to draw conclusions...",,,,,Xː,"{""Entry"": ""122"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Dabi ... ak\u025b\u025b .... ak\u025bshi ... ak\u025b\u025b anakomi nk\u025b tsi\u025byoo moko me\u025b kpa, ak\u025b\u025b anako mi ni, nts\u0254\u0304\u0254\u0304, nk\u025b yoo nyi\u025b\u0304 \u0261idi\u0261idi d\u0254\u014b .  To, l\u025b dzi m\u0254\u0304ni p\u025b, klenkle\u014b mi\u014b l\u025b, anaa ni nk\u025bl\u025b nyi\u0254\u0304 y\u025b campus.  No ew\u0254 ni ana\u0304a\u0304mi\u0304i k\u025bl\u025b d\u0254\u0304\u014b ni 'okro' ya (flow) (laughter) ... Ni anaami mk\u025bl\u025b d\u0254\u0304\u014b ..."", ""English"": ""No... they claim they have not seen me, after my breakup with my girlfriend, with another woman.  She was the only girl they saw me with on campus, so since they couldn't find me again with her, they began to draw conclusions...""}"
gaa_conversation_1980_01-123,GAA,Enaa wa .,,,It's difficult.,,,,,Yː,"{""Entry"": ""123"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Enaa wa ."", ""English"": ""It's difficult.""}"
gaa_conversation_1980_01-124,GAA,"Akɛɛ oh bɛ bekɛ̄ .... nibii eba, no ɡbɛ̄mɛi ya nu e akɛ mɛ̄ɛ̄ anabu ya shane ni nibii efite kɛ nibii, onanii, hmmmu -- aɡbɛ̄ nɛ̄ yee enāākɛshi mɛ̄nɛ̄ blanetɔɔnɛ̄ ebɛmoko...",,,That probably our relationshop was on the rocks... that I don't have anybody.,,,,,Xː,"{""Entry"": ""124"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Ak\u025b\u025b oh b\u025b bek\u025b\u0304 .... nibii eba, no \u0261b\u025b\u0304m\u025bi ya nu e ak\u025b m\u025b\u0304\u025b\u0304 anabu ya shane ni nibii efite k\u025b nibii, onanii, hmmmu -- a\u0261b\u025b\u0304 n\u025b\u0304 yee ena\u0304a\u0304k\u025bshi m\u025b\u0304n\u025b\u0304 blanet\u0254\u0254n\u025b\u0304 eb\u025bmoko..."", ""English"": ""That probably our relationshop was on the rocks... that I don't have anybody.""}"
gaa_conversation_1980_01-125,GAA,Ebɛmoko .,,,You don't have anybody.,,,,,Yː,"{""Entry"": ""125"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Eb\u025bmoko ."", ""English"": ""You don't have anybody.""}"
gaa_conversation_1980_01-126,GAA,Kɛ okɛ nɔ̄fianɔ̄ hālɛ ebaaye .,,,Whatever you offer me I'll take.,,,,,Xː,"{""Entry"": ""126"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""K\u025b ok\u025b n\u0254\u0304fian\u0254\u0304 ha\u0304l\u025b ebaaye ."", ""English"": ""Whatever you offer me I'll take.""}"
gaa_conversation_1980_01-127,GAA,Ebaaye .,,,He'll take.,,,,,Yː,"{""Entry"": ""127"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Ebaaye ."", ""English"": ""He'll take.""}"
gaa_conversation_1980_01-128,GAA,"No ewɔɔ ni, nkɛɛ, Charlie, miŋ, miŋ, ekomɛ̄i lɛkɛ akɛɛmi, ni alɔɔ̄ɔ̄ mi yoo nidzi nɔ̄ŋ nlaadze .  Edzeakɛ, yeɛ, ekomei, nle amɛ̄ yɛ biɛnɛ̄ɛ̄ ...",,,"That's why, Charlie, when I'm shown some of the women, I simply vanish because I know some of them...",,,,,Xː,"{""Entry"": ""128"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""No ew\u0254\u0254 ni, nk\u025b\u025b, Charlie, mi\u014b, mi\u014b, ekom\u025b\u0304i l\u025bk\u025b ak\u025b\u025bmi, ni al\u0254\u0254\u0304\u0254\u0304 mi yoo nidzi n\u0254\u0304\u014b nlaadze .  Edzeak\u025b, ye\u025b, ekomei, nle am\u025b\u0304 y\u025b bi\u025bn\u025b\u0304\u025b\u0304 ..."", ""English"": ""That's why, Charlie, when I'm shown some of the women, I simply vanish because I know some of them...""}"
gaa_conversation_1980_01-129,GAA,Kɛ onā omɛ̄ ...,,,When you see them...,,,,,Yː,"{""Entry"": ""129"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""K\u025b ona\u0304 om\u025b\u0304 ..."", ""English"": ""When you see them...""}"
gaa_conversation_1980_01-130,GAA,Oh ǃ,,,Ohǃ,,,,,Xː,"{""Entry"": ""130"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Oh \u01c3"", ""English"": ""Oh\u01c3""}"
gaa_conversation_1980_01-131,GAA,Enoko komei ...,,,Some elements...,,,,,Yː,"{""Entry"": ""131"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Enoko komei ..."", ""English"": ""Some elements...""}"
gaa_conversation_1980_01-132,GAA,"Kwɛ, ni eeluɡū kɛ nyiɛ̄ yɛ dzɛmɛ̄, obaa ŋmɔ̄ aahu .  (laughter)",,,"Look, some wriggling along the roads, it's very amusing.  (laughter)",,,,,Xː,"{""Entry"": ""132"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Kw\u025b, ni eelu\u0261u\u0304 k\u025b nyi\u025b\u0304 y\u025b dz\u025bm\u025b\u0304, obaa \u014bm\u0254\u0304 aahu .  (laughter)"", ""English"": ""Look, some wriggling along the roads, it's very amusing.  (laughter)""}"
gaa_conversation_1980_01-133,GAA,Ooo...,,,Ooo...,,,,,Yː,"{""Entry"": ""133"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Ooo..."", ""English"": ""Ooo...""}"
gaa_conversation_1980_01-134,GAA,"Yiee, dzīmimɔ̄ adzimi nekɛ̄ oo Charlie ?",,,Is this how people are foolish?,,,,,Xː,"{""Entry"": ""134"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Yiee, dzi\u0304mim\u0254\u0304 adzimi nek\u025b\u0304 oo Charlie ?"", ""English"": ""Is this how people are foolish?""}"
gaa_conversation_1980_01-135,GAA,No ewɔ mɛ̄ɛ̄bee oyaa school ?,,,So when are you going to school?,,,,,Yː,"{""Entry"": ""135"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""No ew\u0254 m\u025b\u0304\u025b\u0304bee oyaa school ?"", ""English"": ""So when are you going to school?""}"
gaa_conversation_1980_01-136,GAA,Akɛɛ wɔ sɛɛ otsi .,,,Next week.,,,,,Xː,"{""Entry"": ""136"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Ak\u025b\u025b w\u0254 s\u025b\u025b otsi ."", ""English"": ""Next week.""}"
gaa_conversation_1980_01-137,GAA,Wo sɛɛ otsi ?,,,Next week?,,,,,Yː,"{""Entry"": ""137"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""Wo s\u025b\u025b otsi ?"", ""English"": ""Next week?""}"
gaa_conversation_1980_01-138,GAA,"Nidzi, gbi, ɛ̄ɛ̄, fɛ̄ŋbee amli, onanii, ɡbidzii nyuŋmai enyɔ̄ kɛ nɛ̄ɛ̄hū, ɛ̄ɛ̄, akɛ wɔ dze shishi, nidzi 29th .",,,On September the 29th.,,,,,Xː,"{""Entry"": ""138"", ""Speaker"": ""X\u02d0"", ""Ga\u0303"": ""Nidzi, gbi, \u025b\u0304\u025b\u0304, f\u025b\u0304\u014bbee amli, onanii, \u0261bidzii nyu\u014bmai eny\u0254\u0304 k\u025b n\u025b\u0304\u025b\u0304hu\u0304, \u025b\u0304\u025b\u0304, ak\u025b w\u0254 dze shishi, nidzi 29th ."", ""English"": ""On September the 29th.""}"
gaa_conversation_1980_01-139,GAA,Bɛ nkɛɛ bo miɛ̄ nyɛ̄ nɔŋmbɔiŋ school.,,,I told you that it was yesterday that I started school.,,,,,Yː,"{""Entry"": ""139"", ""Speaker"": ""Y\u02d0"", ""Ga\u0303"": ""B\u025b nk\u025b\u025b bo mi\u025b\u0304 ny\u025b\u0304 n\u0254\u014bmb\u0254i\u014b school."", ""English"": ""I told you that it was yesterday that I started school.""}"
